dimensionality,subspace,bins,support,support_fraction,region
2,"D108,D697","0,0",2603,0.6939482804585444,0 <= D108 < 0.1 AND 0 <= D697 < 0.1
2,"D151,D472","0,0",2603,0.6939482804585444,0 <= D151 < 0.1 AND 0 <= D472 < 0.0923077
2,"D161,D802","0,0",2603,0.6939482804585444,0 <= D161 < 0.075 AND 0 <= D802 < 0.0825
2,"D164,D624","0,0",2603,0.6939482804585444,0 <= D164 < 0.1 AND 0 <= D624 < 0.1
2,"D166,D607","0,0",2603,0.6939482804585444,0 <= D166 < 0.1 AND 0 <= D607 < 0.0928571
2,"D185,D223","0,0",2603,0.6939482804585444,0 <= D185 < 0.1 AND 0 <= D223 < 0.096968
2,"D214,D624","0,0",2603,0.6939482804585444,0 <= D214 < 0.0642111 AND 0 <= D624 < 0.1
2,"D55,D457","0,0",2602,0.6936816848840309,0 <= D55 < 0.0945099 AND 0 <= D457 < 0.052381
2,"D135,D223","0,0",2602,0.6936816848840309,0 <= D135 < 0.1 AND 0 <= D223 < 0.096968
2,"D164,D806","0,0",2602,0.6936816848840309,0 <= D164 < 0.1 AND 0 <= D806 < 0.1
2,"D214,D806","0,0",2602,0.6936816848840309,0 <= D214 < 0.0642111 AND 0 <= D806 < 0.1
2,"D415,D675","0,0",2602,0.6936816848840309,0 <= D415 < 0.1 AND 0 <= D675 < 0.1
2,"D449,D808","0,0",2602,0.6936816848840309,0 <= D449 < 0.0875 AND 0 <= D808 < 0.075
2,"D459,D673","0,0",2602,0.6936816848840309,0 <= D459 < 0.1 AND 0 <= D673 < 0.1
2,"D672,D686","0,0",2602,0.6936816848840309,0 <= D672 < 0.0857143 AND 0 <= D686 < 0.1
2,"D672,D844","0,0",2602,0.6936816848840309,0 <= D672 < 0.0857143 AND 0 <= D844 < 0.1
2,"D4,D504","0,0",2601,0.6934150893095175,0 <= D4 < 0.1 AND 0 <= D504 < 0.1
2,"D22,D504","0,0",2601,0.6934150893095175,0 <= D22 < 0.0896552 AND 0 <= D504 < 0.1
2,"D24,D195","0,0",2601,0.6934150893095175,0 <= D24 < 0.1 AND 0 <= D195 < 0.0998499
2,"D37,D44","0,0",2601,0.6934150893095175,0 <= D37 < 0.1 AND 0 <= D44 < 0.0871676
2,"D54,D73","0,0",2601,0.6934150893095175,0 <= D54 < 0.0802514 AND 0 <= D73 < 0.0736891
2,"D54,D110","0,0",2601,0.6934150893095175,0 <= D54 < 0.0802514 AND 0 <= D110 < 0.1
2,"D54,D168","0,0",2601,0.6934150893095175,0 <= D54 < 0.0802514 AND 0 <= D168 < 0.0714286
2,"D58,D129","0,0",2601,0.6934150893095175,0 <= D58 < 0.1 AND 0 <= D129 < 0.1
2,"D58,D417","0,0",2601,0.6934150893095175,0 <= D58 < 0.1 AND 0 <= D417 < 0.0625
2,"D76,D937","0,0",2601,0.6934150893095175,0 <= D76 < 0.0929903 AND 0 <= D937 < 0.1
2,"D84,D108","0,0",2601,0.6934150893095175,0 <= D84 < 0.1 AND 0 <= D108 < 0.1
2,"D86,D607","0,0",2601,0.6934150893095175,0 <= D86 < 0.0846353 AND 0 <= D607 < 0.0928571
2,"D109,D151","0,0",2601,0.6934150893095175,0 <= D109 < 0.0833333 AND 0 <= D151 < 0.1
2,"D119,D672","0,0",2601,0.6934150893095175,0 <= D119 < 0.1 AND 0 <= D672 < 0.0857143
2,"D161,D416","0,0",2601,0.6934150893095175,0 <= D161 < 0.075 AND 0 <= D416 < 0.1
2,"D203,D844","0,0",2601,0.6934150893095175,0 <= D203 < 0.0976333 AND 0 <= D844 < 0.1
2,"D228,D623","0,0",2601,0.6934150893095175,0 <= D228 < 0.0666667 AND 0 <= D623 < 0.1
2,"D415,D934","0,0",2601,0.6934150893095175,0 <= D415 < 0.1 AND 0 <= D934 < 0.1
2,"D416,D925","0,0",2601,0.6934150893095175,0 <= D416 < 0.1 AND 0 <= D925 < 0.1
2,"D504,D699","0,0",2601,0.6934150893095175,0 <= D504 < 0.1 AND 0 <= D699 < 0.1
2,"D55,D699","0,0",2600,0.693148493735004,0 <= D55 < 0.0945099 AND 0 <= D699 < 0.1
2,"D73,D217","0,5",2600,0.693148493735004,0 <= D73 < 0.0736891 AND 0.5 <= D217 < 0.6
2,"D86,D672","0,0",2600,0.693148493735004,0 <= D86 < 0.0846353 AND 0 <= D672 < 0.0857143
2,"D151,D688","0,0",2600,0.693148493735004,0 <= D151 < 0.1 AND 0 <= D688 < 0.1
2,"D157,D205","0,7",2600,0.693148493735004,0 <= D157 < 0.1 AND 0.70972 <= D205 < 0.80648
2,"D163,D673","0,0",2600,0.693148493735004,0 <= D163 < 0.09 AND 0 <= D673 < 0.1
2,"D166,D195","0,0",2600,0.693148493735004,0 <= D166 < 0.1 AND 0 <= D195 < 0.0998499
2,"D203,D472","0,0",2600,0.693148493735004,0 <= D203 < 0.0976333 AND 0 <= D472 < 0.0923077
2,"D228,D608","0,0",2600,0.693148493735004,0 <= D228 < 0.0666667 AND 0 <= D608 < 0.1
2,"D426,D597","0,0",2600,0.693148493735004,0 <= D426 < 0.1 AND 0 <= D597 < 0.1
2,"D504,D750","0,0",2600,0.693148493735004,0 <= D504 < 0.1 AND 0 <= D750 < 0.1
2,"D55,D806","0,0",2599,0.6928818981604905,0 <= D55 < 0.0945099 AND 0 <= D806 < 0.1
2,"D76,D419","0,0",2599,0.6928818981604905,0 <= D76 < 0.0929903 AND 0 <= D419 < 0.1
2,"D164,D595","0,0",2599,0.6928818981604905,0 <= D164 < 0.1 AND 0 <= D595 < 0.09
2,"D195,D844","0,0",2599,0.6928818981604905,0 <= D195 < 0.0998499 AND 0 <= D844 < 0.1
2,"D214,D595","0,0",2599,0.6928818981604905,0 <= D214 < 0.0642111 AND 0 <= D595 < 0.09
2,"D662,D806","0,0",2599,0.6928818981604905,0 <= D662 < 0.1 AND 0 <= D806 < 0.1
2,"D53,D750","0,0",2598,0.692615302585977,0 <= D53 < 0.087848 AND 0 <= D750 < 0.1
2,"D84,D185","0,0",2598,0.692615302585977,0 <= D84 < 0.1 AND 0 <= D185 < 0.1
2,"D187,D673","8,0",2598,0.692615302585977,0.8 <= D187 < 0.9 AND 0 <= D673 < 0.1
2,"D205,D449","7,0",2598,0.692615302585977,0.70972 <= D205 < 0.80648 AND 0 <= D449 < 0.0875
2,"D449,D925","0,0",2598,0.692615302585977,0 <= D449 < 0.0875 AND 0 <= D925 < 0.1
2,"D36,D227","0,0",2597,0.6923487070114636,0 <= D36 < 0.1 AND 0 <= D227 < 0.1
2,"D44,D844","0,0",2597,0.6923487070114636,0 <= D44 < 0.0871676 AND 0 <= D844 < 0.1
2,"D58,D748","0,0",2597,0.6923487070114636,0 <= D58 < 0.1 AND 0 <= D748 < 0.1
2,"D64,D740","0,0",2597,0.6923487070114636,0 <= D64 < 0.1 AND 0 <= D740 < 0.0952381
2,"D65,D227","0,0",2597,0.6923487070114636,0 <= D65 < 0.0833864 AND 0 <= D227 < 0.1
2,"D109,D806","0,0",2597,0.6923487070114636,0 <= D109 < 0.0833333 AND 0 <= D806 < 0.1
2,"D135,D609","0,0",2597,0.6923487070114636,0 <= D135 < 0.1 AND 0 <= D609 < 0.075
2,"D143,D449","0,0",2597,0.6923487070114636,0 <= D143 < 0.1 AND 0 <= D449 < 0.0875
2,"D155,D673","0,0",2597,0.6923487070114636,0 <= D155 < 0.0764706 AND 0 <= D673 < 0.1
2,"D158,D203","0,0",2597,0.6923487070114636,0 <= D158 < 0.1 AND 0 <= D203 < 0.0976333
2,"D158,D426","0,0",2597,0.6923487070114636,0 <= D158 < 0.1 AND 0 <= D426 < 0.1
2,"D175,D661","1,0",2597,0.6923487070114636,0.0991675 <= D175 < 0.179435 AND 0 <= D661 < 0.1
2,"D195,D472","0,0",2597,0.6923487070114636,0 <= D195 < 0.0998499 AND 0 <= D472 < 0.0923077
2,"D203,D597","0,0",2597,0.6923487070114636,0 <= D203 < 0.0976333 AND 0 <= D597 < 0.1
2,"D216,D673","0,0",2597,0.6923487070114636,0 <= D216 < 0.1 AND 0 <= D673 < 0.1
2,"D216,D674","0,0",2597,0.6923487070114636,0 <= D216 < 0.1 AND 0 <= D674 < 0.1
2,"D418,D595","0,0",2597,0.6923487070114636,0 <= D418 < 0.08 AND 0 <= D595 < 0.09
2,"D470,D808","0,0",2597,0.6923487070114636,0 <= D470 < 0.0583333 AND 0 <= D808 < 0.075
2,"D595,D936","0,0",2597,0.6923487070114636,0 <= D595 < 0.09 AND 0 <= D936 < 0.1
2,"D610,D739","0,0",2597,0.6923487070114636,0 <= D610 < 0.1 AND 0 <= D739 < 0.0977273
2,"D626,D697","0,0",2597,0.6923487070114636,0 <= D626 < 0.07 AND 0 <= D697 < 0.1
2,"D685,D747","0,0",2597,0.6923487070114636,0 <= D685 < 0.1 AND 0 <= D747 < 0.1
2,"D35,D842","0,0",2596,0.6920821114369502,0 <= D35 < 0.0898321 AND 0 <= D842 < 0.1
2,"D55,D68","0,0",2596,0.6920821114369502,0 <= D55 < 0.0945099 AND 0 <= D68 < 0.09375
2,"D64,D685","0,0",2596,0.6920821114369502,0 <= D64 < 0.1 AND 0 <= D685 < 0.1
2,"D119,D808","0,0",2596,0.6920821114369502,0 <= D119 < 0.1 AND 0 <= D808 < 0.075
2,"D129,D607","0,0",2596,0.6920821114369502,0 <= D129 < 0.1 AND 0 <= D607 < 0.0928571
2,"D165,D673","0,0",2596,0.6920821114369502,0 <= D165 < 0.1 AND 0 <= D673 < 0.1
2,"D212,D223","0,0",2596,0.6920821114369502,0 <= D212 < 0.0993831 AND 0 <= D223 < 0.096968
2,"D215,D673","0,0",2596,0.6920821114369502,0 <= D215 < 0.1 AND 0 <= D673 < 0.1
2,"D223,D417","0,0",2596,0.6920821114369502,0 <= D223 < 0.096968 AND 0 <= D417 < 0.0625
2,"D415,D583","0,0",2596,0.6920821114369502,0 <= D415 < 0.1 AND 0 <= D583 < 0.1
2,"D415,D621","0,0",2596,0.6920821114369502,0 <= D415 < 0.1 AND 0 <= D621 < 0.052381
2,"D415,D936","0,0",2596,0.6920821114369502,0 <= D415 < 0.1 AND 0 <= D936 < 0.1
2,"D417,D674","0,0",2596,0.6920821114369502,0 <= D417 < 0.0625 AND 0 <= D674 < 0.1
2,"D460,D806","0,0",2596,0.6920821114369502,0 <= D460 < 0.1 AND 0 <= D806 < 0.1
2,"D470,D802","0,0",2596,0.6920821114369502,0 <= D470 < 0.0583333 AND 0 <= D802 < 0.0825
2,"D623,D685","0,0",2596,0.6920821114369502,0 <= D623 < 0.1 AND 0 <= D685 < 0.1
2,"D623,D843","0,0",2596,0.6920821114369502,0 <= D623 < 0.1 AND 0 <= D843 < 0.1
2,"D661,D672","0,0",2596,0.6920821114369502,0 <= D661 < 0.1 AND 0 <= D672 < 0.0857143
2,"D741,D925","0,0",2596,0.6920821114369502,0 <= D741 < 0.0869565 AND 0 <= D925 < 0.1
1,D219,0,2595,0.6918155158624367,0 <= D219 < 0.082555
2,"D37,D65","0,0",2595,0.6918155158624367,0 <= D37 < 0.1 AND 0 <= D65 < 0.0833864
2,"D55,D609","0,0",2595,0.6918155158624367,0 <= D55 < 0.0945099 AND 0 <= D609 < 0.075
2,"D58,D110","0,0",2595,0.6918155158624367,0 <= D58 < 0.1 AND 0 <= D110 < 0.1
2,"D65,D360","0,0",2595,0.6918155158624367,0 <= D65 < 0.0833864 AND 0 <= D360 < 0.1
2,"D73,D596","0,0",2595,0.6918155158624367,0 <= D73 < 0.0736891 AND 0 <= D596 < 0.1
2,"D155,D925","0,0",2595,0.6918155158624367,0 <= D155 < 0.0764706 AND 0 <= D925 < 0.1
2,"D163,D624","0,0",2595,0.6918155158624367,0 <= D163 < 0.09 AND 0 <= D624 < 0.1
2,"D164,D808","0,0",2595,0.6918155158624367,0 <= D164 < 0.1 AND 0 <= D808 < 0.075
2,"D168,D219","0,0",2595,0.6918155158624367,0 <= D168 < 0.0714286 AND 0 <= D219 < 0.082555
2,"D214,D808","0,0",2595,0.6918155158624367,0 <= D214 < 0.0642111 AND 0 <= D808 < 0.075
2,"D219,D228","0,0",2595,0.6918155158624367,0 <= D219 < 0.082555 AND 0 <= D228 < 0.0666667
2,"D416,D697","0,0",2595,0.6918155158624367,0 <= D416 < 0.1 AND 0 <= D697 < 0.1
2,"D419,D622","0,0",2595,0.6918155158624367,0 <= D419 < 0.1 AND 0 <= D622 < 0.0631579
2,"D740,D808","0,0",2595,0.6918155158624367,0 <= D740 < 0.0952381 AND 0 <= D808 < 0.075
2,"D4,D806","0,0",2594,0.6915489202879233,0 <= D4 < 0.1 AND 0 <= D806 < 0.1
2,"D65,D504","0,0",2594,0.6915489202879233,0 <= D65 < 0.0833864 AND 0 <= D504 < 0.1
2,"D163,D205","0,7",2594,0.6915489202879233,0 <= D163 < 0.09 AND 0.70972 <= D205 < 0.80648
2,"D228,D622","0,0",2594,0.6915489202879233,0 <= D228 < 0.0666667 AND 0 <= D622 < 0.0631579
2,"D336,D623","0,0",2594,0.6915489202879233,0 <= D336 < 0.1 AND 0 <= D623 < 0.1
2,"D610,D808","0,0",2594,0.6915489202879233,0 <= D610 < 0.1 AND 0 <= D808 < 0.075
2,"D622,D843","0,0",2594,0.6915489202879233,0 <= D622 < 0.0631579 AND 0 <= D843 < 0.1
2,"D57,D151","0,0",2593,0.6912823247134098,0 <= D57 < 0.0964878 AND 0 <= D151 < 0.1
2,"D84,D808","0,0",2593,0.6912823247134098,0 <= D84 < 0.1 AND 0 <= D808 < 0.075
2,"D135,D156","0,0",2593,0.6912823247134098,0 <= D135 < 0.1 AND 0 <= D156 < 0.0714286
2,"D135,D211","0,0",2593,0.6912823247134098,0 <= D135 < 0.1 AND 0 <= D211 < 0.1
2,"D143,D418","0,0",2593,0.6912823247134098,0 <= D143 < 0.1 AND 0 <= D418 < 0.08
2,"D158,D195","0,0",2593,0.6912823247134098,0 <= D158 < 0.1 AND 0 <= D195 < 0.0998499
2,"D158,D750","0,0",2593,0.6912823247134098,0 <= D158 < 0.1 AND 0 <= D750 < 0.1
2,"D165,D661","0,0",2593,0.6912823247134098,0 <= D165 < 0.1 AND 0 <= D661 < 0.1
2,"D168,D205","0,7",2593,0.6912823247134098,0 <= D168 < 0.0714286 AND 0.70972 <= D205 < 0.80648
2,"D195,D597","0,0",2593,0.6912823247134098,0 <= D195 < 0.0998499 AND 0 <= D597 < 0.1
2,"D205,D419","7,0",2593,0.6912823247134098,0.70972 <= D205 < 0.80648 AND 0 <= D419 < 0.1
2,"D215,D661","0,0",2593,0.6912823247134098,0 <= D215 < 0.1 AND 0 <= D661 < 0.1
2,"D449,D607","0,0",2593,0.6912823247134098,0 <= D449 < 0.0875 AND 0 <= D607 < 0.0928571
2,"D597,D673","0,0",2593,0.6912823247134098,0 <= D597 < 0.1 AND 0 <= D673 < 0.1
2,"D687,D697","0,0",2593,0.6912823247134098,0 <= D687 < 0.05 AND 0 <= D697 < 0.1
2,"D43,D187","0,8",2592,0.6910157291388963,0 <= D43 < 0.1 AND 0.8 <= D187 < 0.9
2,"D44,D175","0,1",2592,0.6910157291388963,0 <= D44 < 0.0871676 AND 0.0991675 <= D175 < 0.179435
2,"D53,D802","0,0",2592,0.6910157291388963,0 <= D53 < 0.087848 AND 0 <= D802 < 0.0825
2,"D64,D583","0,0",2592,0.6910157291388963,0 <= D64 < 0.1 AND 0 <= D583 < 0.1
2,"D76,D164","0,0",2592,0.6910157291388963,0 <= D76 < 0.0929903 AND 0 <= D164 < 0.1
2,"D76,D214","0,0",2592,0.6910157291388963,0 <= D76 < 0.0929903 AND 0 <= D214 < 0.0642111
2,"D110,D697","0,0",2592,0.6910157291388963,0 <= D110 < 0.1 AND 0 <= D697 < 0.1
2,"D168,D595","0,0",2592,0.6910157291388963,0 <= D168 < 0.0714286 AND 0 <= D595 < 0.09
2,"D180,D595","4,0",2592,0.6910157291388963,0.391951 <= D180 < 0.466313 AND 0 <= D595 < 0.09
2,"D187,D417","8,0",2592,0.6910157291388963,0.8 <= D187 < 0.9 AND 0 <= D417 < 0.0625
2,"D417,D842","0,0",2592,0.6910157291388963,0 <= D417 < 0.0625 AND 0 <= D842 < 0.1
2,"D472,D802","0,0",2592,0.6910157291388963,0 <= D472 < 0.0923077 AND 0 <= D802 < 0.0825
2,"D697,D699","0,0",2592,0.6910157291388963,0 <= D697 < 0.1 AND 0 <= D699 < 0.1
2,"D44,D361","0,0",2591,0.6907491335643828,0 <= D44 < 0.0871676 AND 0 <= D361 < 0.1
2,"D58,D175","0,1",2591,0.6907491335643828,0 <= D58 < 0.1 AND 0.0991675 <= D175 < 0.179435
2,"D76,D934","0,0",2591,0.6907491335643828,0 <= D76 < 0.0929903 AND 0 <= D934 < 0.1
2,"D84,D212","0,0",2591,0.6907491335643828,0 <= D84 < 0.1 AND 0 <= D212 < 0.0993831
2,"D109,D672","0,0",2591,0.6907491335643828,0 <= D109 < 0.0833333 AND 0 <= D672 < 0.0857143
2,"D118,D623","0,0",2591,0.6907491335643828,0 <= D118 < 0.0922243 AND 0 <= D623 < 0.1
2,"D161,D223","0,0",2591,0.6907491335643828,0 <= D161 < 0.075 AND 0 <= D223 < 0.096968
2,"D165,D925","0,0",2591,0.6907491335643828,0 <= D165 < 0.1 AND 0 <= D925 < 0.1
2,"D166,D673","0,0",2591,0.6907491335643828,0 <= D166 < 0.1 AND 0 <= D673 < 0.1
2,"D168,D608","0,0",2591,0.6907491335643828,0 <= D168 < 0.0714286 AND 0 <= D608 < 0.1
2,"D187,D203","8,0",2591,0.6907491335643828,0.8 <= D187 < 0.9 AND 0 <= D203 < 0.0976333
2,"D215,D925","0,0",2591,0.6907491335643828,0 <= D215 < 0.1 AND 0 <= D925 < 0.1
2,"D426,D697","0,0",2591,0.6907491335643828,0 <= D426 < 0.1 AND 0 <= D697 < 0.1
2,"D35,D597","0,0",2590,0.6904825379898694,0 <= D35 < 0.0898321 AND 0 <= D597 < 0.1
2,"D57,D217","0,5",2590,0.6904825379898694,0 <= D57 < 0.0964878 AND 0.5 <= D217 < 0.6
2,"D59,D697","0,0",2590,0.6904825379898694,0 <= D59 < 0.1 AND 0 <= D697 < 0.1
2,"D64,D109","0,0",2590,0.6904825379898694,0 <= D64 < 0.1 AND 0 <= D109 < 0.0833333
2,"D109,D143","0,0",2590,0.6904825379898694,0 <= D109 < 0.0833333 AND 0 <= D143 < 0.1
2,"D135,D750","0,0",2590,0.6904825379898694,0 <= D135 < 0.1 AND 0 <= D750 < 0.1
2,"D151,D598","0,0",2590,0.6904825379898694,0 <= D151 < 0.1 AND 0 <= D598 < 0.1
2,"D156,D185","0,0",2590,0.6904825379898694,0 <= D156 < 0.0714286 AND 0 <= D185 < 0.1
2,"D165,D203","0,0",2590,0.6904825379898694,0 <= D165 < 0.1 AND 0 <= D203 < 0.0976333
2,"D165,D739","0,0",2590,0.6904825379898694,0 <= D165 < 0.1 AND 0 <= D739 < 0.0977273
2,"D166,D674","0,0",2590,0.6904825379898694,0 <= D166 < 0.1 AND 0 <= D674 < 0.1
2,"D185,D211","0,0",2590,0.6904825379898694,0 <= D185 < 0.1 AND 0 <= D211 < 0.1
2,"D203,D215","0,0",2590,0.6904825379898694,0 <= D203 < 0.0976333 AND 0 <= D215 < 0.1
2,"D215,D739","0,0",2590,0.6904825379898694,0 <= D215 < 0.1 AND 0 <= D739 < 0.0977273
2,"D418,D624","0,0",2590,0.6904825379898694,0 <= D418 < 0.08 AND 0 <= D624 < 0.1
2,"D609,D672","0,0",2590,0.6904825379898694,0 <= D609 < 0.075 AND 0 <= D672 < 0.0857143
2,"D622,D841","0,0",2590,0.6904825379898694,0 <= D622 < 0.0631579 AND 0 <= D841 < 0.1
2,"D623,D740","0,0",2590,0.6904825379898694,0 <= D623 < 0.1 AND 0 <= D740 < 0.0952381
2,"D740,D806","0,0",2590,0.6904825379898694,0 <= D740 < 0.0952381 AND 0 <= D806 < 0.1
2,"D24,D161","0,0",2589,0.6902159424153559,0 <= D24 < 0.1 AND 0 <= D161 < 0.075
2,"D36,D937","0,0",2589,0.6902159424153559,0 <= D36 < 0.1 AND 0 <= D937 < 0.1
2,"D54,D86","0,0",2589,0.6902159424153559,0 <= D54 < 0.0802514 AND 0 <= D86 < 0.0846353
2,"D151,D418","0,0",2589,0.6902159424153559,0 <= D151 < 0.1 AND 0 <= D418 < 0.08
2,"D155,D185","0,0",2589,0.6902159424153559,0 <= D155 < 0.0764706 AND 0 <= D185 < 0.1
2,"D167,D934","0,0",2589,0.6902159424153559,0 <= D167 < 0.1 AND 0 <= D934 < 0.1
2,"D418,D469","0,0",2589,0.6902159424153559,0 <= D418 < 0.08 AND 0 <= D469 < 0.1
2,"D469,D841","0,0",2589,0.6902159424153559,0 <= D469 < 0.1 AND 0 <= D841 < 0.1
2,"D597,D624","0,0",2589,0.6902159424153559,0 <= D597 < 0.1 AND 0 <= D624 < 0.1
2,"D623,D936","0,0",2589,0.6902159424153559,0 <= D623 < 0.1 AND 0 <= D936 < 0.1
2,"D688,D808","0,0",2589,0.6902159424153559,0 <= D688 < 0.1 AND 0 <= D808 < 0.075
2,"D35,D687","0,0",2588,0.6899493468408424,0 <= D35 < 0.0898321 AND 0 <= D687 < 0.05
2,"D55,D156","0,0",2588,0.6899493468408424,0 <= D55 < 0.0945099 AND 0 <= D156 < 0.0714286
2,"D55,D211","0,0",2588,0.6899493468408424,0 <= D55 < 0.0945099 AND 0 <= D211 < 0.1
2,"D57,D73","0,0",2588,0.6899493468408424,0 <= D57 < 0.0964878 AND 0 <= D73 < 0.0736891
2,"D65,D598","0,0",2588,0.6899493468408424,0 <= D65 < 0.0833864 AND 0 <= D598 < 0.1
2,"D66,D598","0,0",2588,0.6899493468408424,0 <= D66 < 0.0676523 AND 0 <= D598 < 0.1
2,"D71,D685","0,0",2588,0.6899493468408424,0 <= D71 < 0.1 AND 0 <= D685 < 0.1
2,"D110,D674","0,0",2588,0.6899493468408424,0 <= D110 < 0.1 AND 0 <= D674 < 0.1
2,"D203,D609","0,0",2588,0.6899493468408424,0 <= D203 < 0.0976333 AND 0 <= D609 < 0.075
2,"D205,D462","7,0",2588,0.6899493468408424,0.70972 <= D205 < 0.80648 AND 0 <= D462 < 0.0666667
2,"D597,D674","0,0",2588,0.6899493468408424,0 <= D597 < 0.1 AND 0 <= D674 < 0.1
2,"D623,D841","0,0",2588,0.6899493468408424,0 <= D623 < 0.1 AND 0 <= D841 < 0.1
2,"D687,D925","0,0",2588,0.6899493468408424,0 <= D687 < 0.05 AND 0 <= D925 < 0.1
2,"D739,D748","0,0",2588,0.6899493468408424,0 <= D739 < 0.0977273 AND 0 <= D748 < 0.1
2,"D24,D926","0,0",2587,0.6896827512663289,0 <= D24 < 0.1 AND 0 <= D926 < 0.085
2,"D65,D110","0,0",2587,0.6896827512663289,0 <= D65 < 0.0833864 AND 0 <= D110 < 0.1
2,"D151,D687","0,0",2587,0.6896827512663289,0 <= D151 < 0.1 AND 0 <= D687 < 0.05
2,"D165,D697","0,0",2587,0.6896827512663289,0 <= D165 < 0.1 AND 0 <= D697 < 0.1
2,"D187,D195","8,0",2587,0.6896827512663289,0.8 <= D187 < 0.9 AND 0 <= D195 < 0.0998499
2,"D203,D750","0,0",2587,0.6896827512663289,0 <= D203 < 0.0976333 AND 0 <= D750 < 0.1
2,"D215,D697","0,0",2587,0.6896827512663289,0 <= D215 < 0.1 AND 0 <= D697 < 0.1
2,"D360,D925","0,0",2587,0.6896827512663289,0 <= D360 < 0.1 AND 0 <= D925 < 0.1
2,"D415,D750","0,0",2587,0.6896827512663289,0 <= D415 < 0.1 AND 0 <= D750 < 0.1
2,"D22,D161","0,0",2586,0.6894161556918155,0 <= D22 < 0.0896552 AND 0 <= D161 < 0.075
2,"D44,D675","0,0",2586,0.6894161556918155,0 <= D44 < 0.0871676 AND 0 <= D675 < 0.1
2,"D53,D504","0,0",2586,0.6894161556918155,0 <= D53 < 0.087848 AND 0 <= D504 < 0.1
2,"D110,D925","0,0",2586,0.6894161556918155,0 <= D110 < 0.1 AND 0 <= D925 < 0.1
2,"D157,D608","0,0",2586,0.6894161556918155,0 <= D157 < 0.1 AND 0 <= D608 < 0.1
2,"D158,D187","0,8",2586,0.6894161556918155,0 <= D158 < 0.1 AND 0.8 <= D187 < 0.9
2,"D165,D195","0,0",2586,0.6894161556918155,0 <= D165 < 0.1 AND 0 <= D195 < 0.0998499
2,"D175,D808","1,0",2586,0.6894161556918155,0.0991675 <= D175 < 0.179435 AND 0 <= D808 < 0.075
2,"D195,D215","0,0",2586,0.6894161556918155,0 <= D195 < 0.0998499 AND 0 <= D215 < 0.1
2,"D415,D457","0,0",2586,0.6894161556918155,0 <= D415 < 0.1 AND 0 <= D457 < 0.052381
2,"D595,D688","0,0",2586,0.6894161556918155,0 <= D595 < 0.09 AND 0 <= D688 < 0.1
2,"D596,D673","0,0",2586,0.6894161556918155,0 <= D596 < 0.1 AND 0 <= D673 < 0.1
2,"D55,D135","0,0",2585,0.6891495601173021,0 <= D55 < 0.0945099 AND 0 <= D135 < 0.1
2,"D57,D596","0,0",2585,0.6891495601173021,0 <= D57 < 0.0964878 AND 0 <= D596 < 0.1
2,"D164,D739","0,0",2585,0.6891495601173021,0 <= D164 < 0.1 AND 0 <= D739 < 0.0977273
2,"D203,D741","0,0",2585,0.6891495601173021,0 <= D203 < 0.0976333 AND 0 <= D741 < 0.0869565
2,"D214,D739","0,0",2585,0.6891495601173021,0 <= D214 < 0.0642111 AND 0 <= D739 < 0.0977273
2,"D223,D699","0,0",2585,0.6891495601173021,0 <= D223 < 0.096968 AND 0 <= D699 < 0.1
2,"D36,D118","0,0",2584,0.6888829645427886,0 <= D36 < 0.1 AND 0 <= D118 < 0.0922243
2,"D54,D157","0,0",2584,0.6888829645427886,0 <= D54 < 0.0802514 AND 0 <= D157 < 0.1
2,"D64,D419","0,0",2584,0.6888829645427886,0 <= D64 < 0.1 AND 0 <= D419 < 0.1
2,"D161,D597","0,0",2584,0.6888829645427886,0 <= D161 < 0.075 AND 0 <= D597 < 0.1
2,"D195,D609","0,0",2584,0.6888829645427886,0 <= D195 < 0.0998499 AND 0 <= D609 < 0.075
2,"D217,D417","5,0",2584,0.6888829645427886,0.5 <= D217 < 0.6 AND 0 <= D417 < 0.0625
2,"D469,D934","0,0",2584,0.6888829645427886,0 <= D469 < 0.1 AND 0 <= D934 < 0.1
2,"D470,D739","0,0",2584,0.6888829645427886,0 <= D470 < 0.0583333 AND 0 <= D739 < 0.0977273
2,"D504,D609","0,0",2584,0.6888829645427886,0 <= D504 < 0.1 AND 0 <= D609 < 0.075
2,"D24,D504","0,0",2583,0.6886163689682752,0 <= D24 < 0.1 AND 0 <= D504 < 0.1
2,"D53,D63","0,0",2583,0.6886163689682752,0 <= D53 < 0.087848 AND 0 <= D63 < 0.0745698
2,"D59,D623","0,0",2583,0.6886163689682752,0 <= D59 < 0.1 AND 0 <= D623 < 0.1
2,"D129,D806","0,0",2583,0.6886163689682752,0 <= D129 < 0.1 AND 0 <= D806 < 0.1
2,"D143,D514","0,0",2583,0.6886163689682752,0 <= D143 < 0.1 AND 0 <= D514 < 0.1
2,"D155,D212","0,0",2583,0.6886163689682752,0 <= D155 < 0.0764706 AND 0 <= D212 < 0.0993831
2,"D156,D212","0,0",2583,0.6886163689682752,0 <= D156 < 0.0714286 AND 0 <= D212 < 0.0993831
2,"D195,D750","0,0",2583,0.6886163689682752,0 <= D195 < 0.0998499 AND 0 <= D750 < 0.1
2,"D211,D212","0,0",2583,0.6886163689682752,0 <= D211 < 0.1 AND 0 <= D212 < 0.0993831
2,"D227,D595","0,0",2583,0.6886163689682752,0 <= D227 < 0.1 AND 0 <= D595 < 0.09
